interaction_id,customer_id,customer_name,touchpoint,mode,interaction_type,product_id,product_name,category,personalized,recommendation_accepted,engagement_seconds,interaction_date,region
INT-001185,CUST-0251,Joshua Martin,Web,Online,Recommendation Click,PROD-STA-007,Paper Clips Box,Stationery,False,False,110,2024-09-03,Europe
INT-001186,CUST-0423,Erica Martinez,Web,Online,Recommendation Click,PROD-ELE-005,Portable SSD,Electronics,False,False,127,2024-06-02,Europe
INT-001187,CUST-0491,Mr. Trevor Berry,Web,Online,Wishlist Add,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,113,2024-05-27,Europe
INT-001188,CUST-0327,Jenny Juarez,Web,Online,Browse,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,107,2024-12-22,North America
INT-001189,CUST-0030,Ashley Hernandez PhD,Web,Online,Store Visit,PROD-ELE-005,Portable SSD,Electronics,True,False,104,2024-11-17,Europe
INT-001190,CUST-0460,Tyrone Navarro,Email,Online,Support Chat,PROD-FUR-002,Ergonomic Chair,Furniture,True,True,113,2024-11-07,North America
INT-001191,CUST-0468,Daniel Jones,Email,Online,Search,PROD-FUR-007,Side Table,Furniture,False,False,108,2024-09-08,Europe
INT-001192,CUST-0241,Charles Watson,Mobile App,Online,Browse,PROD-STA-006,Stapler,Stationery,False,False,140,2024-01-09,North America
INT-001193,CUST-0552,Christine Clark,Mobile App,Online,Wishlist Add,,,,True,False,131,2024-12-07,Europe
INT-001194,CUST-0280,Erik Duncan,Mobile App,Online,Wishlist Add,PROD-STA-000,Notebook A5,Stationery,True,False,115,2024-08-28,Europe
INT-001195,CUST-0473,Jeffrey Copeland,Store,Offline,Add To Cart,PROD-FUR-007,Side Table,Furniture,False,False,116,2024-10-14,North America
INT-001196,CUST-0319,Erin Suarez,Store,Offline,Support Chat,,,,False,False,119,2024-06-15,North America
INT-001197,CUST-0312,Traci Flores,Mobile App,Online,Store Visit,,,,False,False,144,2024-10-03,North America
INT-001198,CUST-0567,Shawn Clark,Mobile App,Online,Store Visit,,,,False,False,121,2024-03-09,North America
INT-001199,CUST-0242,Mr. Robert Thomas,Mobile App,Online,Store Visit,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,138,2024-06-05,Europe
INT-001200,CUST-0364,Matthew Taylor,Web,Online,Search,PROD-FUR-005,Desk Lamp,Furniture,True,True,107,2024-07-30,North America
INT-001201,CUST-0262,William Smith,Store,Offline,Browse,PROD-FUR-007,Side Table,Furniture,False,False,123,2024-08-07,North America
INT-001202,CUST-0336,Kevin Martin,Web,Online,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,False,False,138,2024-10-06,Asia Pacific
INT-001203,CUST-0479,Jacob Gardner,Web,Online,Support Chat,PROD-FUR-001,Monitor Arm,Furniture,False,False,125,2024-01-14,Asia Pacific
INT-001204,CUST-0530,Christopher Morris,Mobile App,Online,Support Chat,PROD-FUR-001,Monitor Arm,Furniture,False,False,120,2024-12-22,Europe
INT-001205,CUST-0245,Jacob Walker,Web,Online,Wishlist Add,,,,False,False,111,2024-12-08,North America
INT-001206,CUST-0074,Kathryn Thompson,Web,Online,Recommendation Click,PROD-FUR-006,Office Desk,Furniture,True,False,121,2024-04-03,North America
INT-001207,CUST-0546,John Ramirez,Mobile App,Online,Search,,,,False,False,114,2024-01-27,Europe
INT-001208,CUST-0171,Brian Hanson,Store,Offline,Recommendation Click,PROD-ELE-003,Bluetooth Headphones,Electronics,True,True,116,2024-05-15,Asia Pacific
INT-001209,CUST-0095,Kelly Beltran,Mobile App,Online,Search,PROD-ELE-005,Portable SSD,Electronics,False,False,101,2024-04-06,Europe
INT-001210,CUST-0346,Carly Daniels,Web,Online,Browse,PROD-ELE-007,HDMI Cable,Electronics,True,False,116,2024-11-24,North America
INT-001211,CUST-0371,Sharon Gutierrez,Web,Online,Support Chat,PROD-FUR-006,Office Desk,Furniture,True,False,111,2024-03-12,North America
INT-001212,CUST-0394,Megan Hood,Store,Offline,Browse,PROD-FUR-005,Desk Lamp,Furniture,False,False,123,2024-12-31,Europe
INT-001213,CUST-0568,Emily Gibson,Mobile App,Online,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,96,2024-07-12,North America
INT-001214,CUST-0094,Alexander Odom,Mobile App,Online,Support Chat,PROD-FUR-005,Desk Lamp,Furniture,False,False,108,2024-08-12,North America
INT-001215,CUST-0056,Mario Thompson,Mobile App,Online,Search,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,False,125,2024-06-03,North America
INT-001216,CUST-0099,Jill Richardson,Mobile App,Online,Search,,,,False,False,126,2024-02-27,Europe
INT-001217,CUST-0572,Christopher Marquez,Web,Online,Search,PROD-FUR-007,Side Table,Furniture,True,True,119,2024-10-16,North America
INT-001218,CUST-0054,Jessica Ramsey,Web,Online,Browse,PROD-ELE-000,Wireless Mouse,Electronics,False,False,105,2024-03-26,Europe
INT-001219,CUST-0065,John Walker,Store,Offline,Browse,PROD-FUR-001,Monitor Arm,Furniture,True,True,137,2024-10-01,North America
INT-001220,CUST-0109,Patricia Woods,Web,Online,Browse,PROD-FUR-001,Monitor Arm,Furniture,False,False,132,2024-10-30,North America
INT-001221,CUST-0005,Matthew Rodriguez,Email,Online,Recommendation Click,PROD-STA-000,Notebook A5,Stationery,False,False,147,2024-09-16,Europe
INT-001222,CUST-0125,Dawn Rowland,Mobile App,Online,Search,PROD-FUR-006,Office Desk,Furniture,True,True,124,2024-07-10,Europe
INT-001223,CUST-0039,Pamela Rush,Mobile App,Online,Store Visit,PROD-STA-005,Whiteboard Marker,Stationery,True,True,125,2024-05-09,Europe
INT-001224,CUST-0152,Sylvia Carrillo,Store,Offline,Add To Cart,PROD-ELE-004,Webcam 1080p,Electronics,True,False,105,2024-11-20,North America
INT-001225,CUST-0107,James Hill,Web,Online,Browse,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,129,2024-10-24,Europe
INT-001226,CUST-0218,Denise Woods,Web,Online,Browse,PROD-FUR-005,Desk Lamp,Furniture,False,False,129,2024-05-16,North America
INT-001227,CUST-0389,Ms. Chelsey Miller DDS,Web,Online,Search,PROD-ELE-002,USB-C Hub,Electronics,False,False,126,2024-04-17,North America
INT-001228,CUST-0585,Benjamin Fox,Web,Online,Store Visit,,,,False,False,118,2024-10-29,North America
INT-001229,CUST-0513,Christine Watkins,Store,Offline,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,131,2024-12-08,Europe
INT-001230,CUST-0142,John Morris,Mobile App,Online,Browse,PROD-ELE-002,USB-C Hub,Electronics,True,True,119,2024-10-12,Europe
INT-001231,CUST-0032,Elizabeth Santos,Web,Online,Search,PROD-ELE-006,Laptop Stand,Electronics,False,False,121,2024-09-22,North America
INT-001232,CUST-0037,Andrew Adams,Web,Online,Add To Cart,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,False,147,2024-03-08,Europe
INT-001233,CUST-0312,Traci Flores,Web,Online,Search,PROD-ELE-003,Bluetooth Headphones,Electronics,True,True,123,2024-09-05,North America
INT-001234,CUST-0046,Glenn Adkins,Email,Online,Browse,,,,True,True,132,2024-11-07,Asia Pacific
INT-001235,CUST-0098,Michael Alexander,Mobile App,Online,Search,,,,False,False,128,2024-03-27,Asia Pacific
INT-001236,CUST-0300,Jessica Levine,Social Media,Online,Store Visit,,,,False,False,112,2024-07-29,Asia Pacific
INT-001237,CUST-0006,Robert Schmitt,Web,Online,Search,PROD-STA-002,Highlighter Set,Stationery,True,True,115,2024-03-05,Europe
INT-001238,CUST-0259,Lori Beasley,Store,Offline,Browse,PROD-STA-000,Notebook A5,Stationery,False,False,107,2024-02-05,North America
INT-001239,CUST-0415,Rodney Lambert,Web,Online,Recommendation Click,PROD-FUR-006,Office Desk,Furniture,True,False,104,2024-12-16,Asia Pacific
INT-001240,CUST-0596,Gregg Fitzgerald,Web,Online,Search,PROD-ELE-005,Portable SSD,Electronics,True,False,109,2024-10-29,Europe
INT-001241,CUST-0309,Jennifer Pierce,Store,Offline,Browse,,,,True,False,92,2024-01-16,North America
INT-001242,CUST-0277,Melissa Hester,Web,Online,Add To Cart,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,119,2024-02-09,Asia Pacific
INT-001243,CUST-0293,Joseph Jones,Web,Online,Wishlist Add,,,,False,False,131,2024-03-03,Asia Pacific
INT-001244,CUST-0506,Brett Jackson,Mobile App,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,113,2024-01-21,Asia Pacific
INT-001245,CUST-0172,Laura Tapia,Store,Offline,Browse,PROD-ELE-007,HDMI Cable,Electronics,True,True,127,2024-05-02,North America
INT-001246,CUST-0456,Donald Ellis,Web,Online,Search,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,126,2024-04-11,North America
INT-001247,CUST-0429,Donna Kelly,Web,Online,Store Visit,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,117,2024-03-01,Europe
INT-001248,CUST-0026,Debra Jones,Mobile App,Online,Add To Cart,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,122,2024-03-28,North America
INT-001249,CUST-0449,Taylor Moss,Call Center,Offline,Add To Cart,,,,False,False,104,2024-12-05,Asia Pacific
INT-001250,CUST-0072,Sarah Hughes,Web,Online,Wishlist Add,PROD-ELE-006,Laptop Stand,Electronics,False,False,106,2024-01-28,Asia Pacific
INT-001251,CUST-0400,Darrell Johnson,Store,Offline,Recommendation Click,PROD-STA-004,Document Folder,Stationery,True,False,133,2024-01-22,Europe
INT-001252,CUST-0164,Edward Cline,Web,Online,Browse,PROD-STA-002,Highlighter Set,Stationery,True,False,121,2024-10-15,North America
INT-001253,CUST-0373,Jeffrey Smith,Social Media,Online,Search,PROD-FUR-001,Monitor Arm,Furniture,True,True,136,2024-02-06,North America
INT-001254,CUST-0295,Lori Griffin,Mobile App,Online,Wishlist Add,,,,False,False,118,2024-03-11,North America
INT-001255,CUST-0489,Allison Lopez,Call Center,Offline,Search,PROD-ELE-000,Wireless Mouse,Electronics,True,True,107,2024-01-30,North America
INT-001256,CUST-0281,Lisa Barry,Call Center,Offline,Recommendation Click,PROD-STA-006,Stapler,Stationery,False,False,113,2024-01-29,Europe
INT-001257,CUST-0572,Christopher Marquez,Email,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,True,True,126,2024-01-10,Europe
INT-001258,CUST-0266,Megan Ward,Web,Online,Store Visit,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,119,2024-10-20,Europe
INT-001259,CUST-0531,Kevin Small,Web,Online,Search,,,,True,True,105,2024-09-06,North America
INT-001260,CUST-0211,Mary Day,Social Media,Online,Search,PROD-ELE-002,USB-C Hub,Electronics,True,False,130,2024-05-28,North America
INT-001261,CUST-0314,Matthew Jones,Store,Offline,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,True,False,104,2024-07-09,Europe
INT-001262,CUST-0299,Jeffrey Harrison,Web,Online,Recommendation Click,,,,True,False,133,2024-10-15,Asia Pacific
INT-001263,CUST-0417,Jennifer Garner,Mobile App,Online,Search,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,122,2024-02-18,North America
INT-001264,CUST-0181,Jacqueline Brooks,Store,Offline,Search,,,,False,False,133,2024-12-17,North America
INT-001265,CUST-0415,Rodney Lambert,Mobile App,Online,Browse,PROD-STA-002,Highlighter Set,Stationery,False,False,118,2024-03-22,North America
INT-001266,CUST-0499,Larry George,Social Media,Online,Search,,,,True,False,110,2024-07-21,Asia Pacific
INT-001267,CUST-0333,Theodore Mcdonald,Mobile App,Online,Recommendation Click,PROD-FUR-006,Office Desk,Furniture,False,False,129,2024-11-12,North America
INT-001268,CUST-0141,Christopher Martin,Web,Online,Browse,,,,False,False,117,2024-03-27,North America
INT-001269,CUST-0460,Tyrone Navarro,Mobile App,Online,Search,,,,True,True,103,2024-02-02,Europe
INT-001270,CUST-0394,Megan Hood,Mobile App,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,133,2024-11-27,North America
INT-001271,CUST-0202,Jonathan Morgan,Web,Online,Browse,,,,True,False,126,2024-03-11,North America
INT-001272,CUST-0180,Carolyn Torres,Web,Online,Store Visit,PROD-STA-006,Stapler,Stationery,False,False,111,2024-09-05,North America
INT-001273,CUST-0229,Jill Camacho,Mobile App,Online,Add To Cart,,,,False,False,128,2024-09-16,Europe
INT-001274,CUST-0122,Michael Powers,Mobile App,Online,Add To Cart,PROD-ELE-004,Webcam 1080p,Electronics,True,False,132,2024-10-01,Europe
INT-001275,CUST-0316,Jessica Wilson,Mobile App,Online,Add To Cart,PROD-FUR-005,Desk Lamp,Furniture,False,False,129,2024-05-02,North America
INT-001276,CUST-0455,Samuel Holmes,Web,Online,Search,,,,False,False,119,2024-08-27,Europe
INT-001277,CUST-0245,Jacob Walker,Mobile App,Online,Wishlist Add,PROD-FUR-002,Ergonomic Chair,Furniture,True,True,143,2024-10-30,North America
INT-001278,CUST-0218,Denise Woods,Mobile App,Online,Search,,,,False,False,133,2024-05-15,Asia Pacific
INT-001279,CUST-0161,Laura Park,Mobile App,Online,Wishlist Add,,,,True,True,114,2024-12-27,North America
INT-001280,CUST-0439,Sherry Graham,Mobile App,Online,Recommendation Click,PROD-STA-007,Paper Clips Box,Stationery,True,False,105,2024-10-13,Asia Pacific
INT-001281,CUST-0468,Daniel Jones,Mobile App,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,True,True,115,2024-11-07,North America
INT-001282,CUST-0521,Shelley Schneider,Web,Online,Recommendation Click,,,,True,False,123,2024-06-01,Europe
INT-001283,CUST-0028,Travis Davis,Web,Online,Search,,,,True,False,116,2024-07-25,Europe
INT-001284,CUST-0070,Joshua Obrien,Email,Online,Support Chat,,,,True,False,122,2024-10-29,Asia Pacific
INT-001285,CUST-0595,Ashley Moore,Web,Online,Search,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,134,2024-02-25,Asia Pacific
INT-001286,CUST-0457,Jose Fernandez,Store,Offline,Add To Cart,,,,True,True,123,2024-09-02,Europe
INT-001287,CUST-0098,Michael Alexander,Mobile App,Online,Browse,PROD-FUR-006,Office Desk,Furniture,False,False,129,2024-08-14,North America
INT-001288,CUST-0133,Neil Estes,Mobile App,Online,Add To Cart,PROD-STA-003,Sticky Notes,Stationery,True,True,115,2024-03-23,North America
INT-001289,CUST-0573,Fernando Lloyd,Social Media,Online,Browse,PROD-STA-005,Whiteboard Marker,Stationery,False,False,114,2024-02-25,Europe
INT-001290,CUST-0113,Nicole Johnston,Store,Offline,Wishlist Add,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,120,2024-09-01,Europe
INT-001291,CUST-0530,Christopher Morris,Web,Online,Browse,,,,False,False,126,2024-05-29,Europe
INT-001292,CUST-0472,John Stevenson,Store,Offline,Add To Cart,,,,False,False,119,2024-11-04,North America
INT-001293,CUST-0577,Vanessa Gonzalez,Store,Offline,Browse,,,,True,False,125,2024-06-14,North America
INT-001294,CUST-0559,Martha Smith,Web,Online,Search,PROD-ELE-005,Portable SSD,Electronics,True,True,122,2024-06-24,North America
INT-001295,CUST-0160,Nathan Walker,Email,Online,Add To Cart,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,133,2024-01-06,Asia Pacific
INT-001296,CUST-0495,Amanda Gomez,Mobile App,Online,Search,PROD-FUR-002,Ergonomic Chair,Furniture,True,True,105,2024-03-16,North America
INT-001297,CUST-0220,Christine Glover,Email,Online,Browse,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,121,2024-07-18,North America
INT-001298,CUST-0449,Taylor Moss,Social Media,Online,Recommendation Click,PROD-STA-000,Notebook A5,Stationery,True,False,108,2024-12-08,Asia Pacific
INT-001299,CUST-0023,Jennifer Brock,Store,Offline,Wishlist Add,PROD-STA-004,Document Folder,Stationery,False,False,91,2024-05-17,North America
INT-001300,CUST-0260,Dr. Raven Harvey,Store,Offline,Add To Cart,,,,True,False,130,2024-08-04,Asia Pacific
INT-001301,CUST-0326,Robert Brown,Mobile App,Online,Browse,PROD-FUR-003,Bookshelf,Furniture,True,False,112,2024-10-25,Europe
INT-001302,CUST-0571,Dean Day,Web,Online,Search,PROD-FUR-007,Side Table,Furniture,False,False,124,2024-04-11,North America
INT-001303,CUST-0105,Amanda Bryan,Mobile App,Online,Add To Cart,,,,True,False,131,2024-11-07,Asia Pacific
INT-001304,CUST-0391,Kristina Johnson,Store,Offline,Store Visit,PROD-FUR-001,Monitor Arm,Furniture,False,False,128,2024-12-29,North America
INT-001305,CUST-0209,Sharon Williams,Mobile App,Online,Recommendation Click,,,,False,False,123,2024-06-22,Europe
INT-001306,CUST-0381,Ryan Charles,Email,Online,Wishlist Add,,,,True,False,121,2024-05-15,Asia Pacific
INT-001307,CUST-0143,Kathleen Garcia,Web,Online,Browse,PROD-FUR-003,Bookshelf,Furniture,False,False,118,2024-06-06,Europe
INT-001308,CUST-0156,Laura Smith,Mobile App,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,105,2024-06-07,Asia Pacific
INT-001309,CUST-0124,Taylor Fletcher,Mobile App,Online,Browse,PROD-STA-003,Sticky Notes,Stationery,True,False,113,2024-04-02,Europe
INT-001310,CUST-0388,Christopher Torres,Web,Online,Recommendation Click,PROD-FUR-006,Office Desk,Furniture,True,True,100,2024-10-16,North America
INT-001311,CUST-0150,Walter Parsons,Email,Online,Add To Cart,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,104,2024-03-12,North America
INT-001312,CUST-0409,Joan Meyer,Social Media,Online,Wishlist Add,,,,True,True,131,2024-04-04,Asia Pacific
INT-001313,CUST-0552,Christine Clark,Mobile App,Online,Recommendation Click,PROD-STA-004,Document Folder,Stationery,True,False,108,2024-07-11,Europe
INT-001314,CUST-0141,Christopher Martin,Email,Online,Recommendation Click,,,,True,False,98,2024-06-14,North America
INT-001315,CUST-0032,Elizabeth Santos,Social Media,Online,Support Chat,PROD-FUR-007,Side Table,Furniture,True,False,124,2024-04-11,Europe
INT-001316,CUST-0355,James Hall,Mobile App,Online,Search,PROD-ELE-004,Webcam 1080p,Electronics,False,False,107,2024-10-25,Europe
INT-001317,CUST-0520,Shawn Gardner,Mobile App,Online,Add To Cart,PROD-STA-000,Notebook A5,Stationery,False,False,139,2024-01-26,Europe
INT-001318,CUST-0448,Bobby Blackwell,Web,Online,Recommendation Click,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,120,2024-03-18,Europe
INT-001319,CUST-0053,Mark Rivera,Mobile App,Online,Support Chat,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,105,2024-11-28,Europe
INT-001320,CUST-0122,Michael Powers,Store,Offline,Recommendation Click,PROD-STA-002,Highlighter Set,Stationery,False,False,102,2024-12-02,North America
INT-001321,CUST-0423,Erica Martinez,Web,Online,Search,PROD-FUR-007,Side Table,Furniture,True,False,105,2024-12-30,North America
INT-001322,CUST-0002,John Johnson,Email,Online,Support Chat,,,,False,False,124,2024-09-05,North America
INT-001323,CUST-0477,Anthony Rodriguez,Web,Online,Add To Cart,PROD-ELE-005,Portable SSD,Electronics,True,False,116,2024-08-28,Europe
INT-001324,CUST-0069,Amy Lewis,Email,Online,Add To Cart,PROD-FUR-005,Desk Lamp,Furniture,False,False,123,2024-06-01,North America
INT-001325,CUST-0002,John Johnson,Store,Offline,Browse,PROD-ELE-000,Wireless Mouse,Electronics,True,False,108,2024-12-25,North America
INT-001326,CUST-0184,Jessica Smith,Mobile App,Online,Recommendation Click,PROD-STA-006,Stapler,Stationery,False,False,113,2024-05-23,North America
INT-001327,CUST-0046,Glenn Adkins,Web,Online,Support Chat,PROD-ELE-004,Webcam 1080p,Electronics,False,False,134,2024-09-23,Europe
INT-001328,CUST-0288,Chelsea Jenkins,Call Center,Offline,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,False,False,107,2024-08-22,Europe
INT-001329,CUST-0536,Kara Lyons,Web,Online,Search,PROD-ELE-004,Webcam 1080p,Electronics,True,False,131,2024-08-22,Europe
INT-001330,CUST-0423,Erica Martinez,Web,Online,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,True,False,108,2024-12-24,Europe
INT-001331,CUST-0489,Allison Lopez,Web,Online,Browse,PROD-FUR-007,Side Table,Furniture,False,False,121,2024-01-22,North America
INT-001332,CUST-0173,Steven Orr,Mobile App,Online,Store Visit,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,113,2024-11-21,North America
INT-001333,CUST-0593,Joseph Mason,Social Media,Online,Wishlist Add,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,True,105,2024-04-15,Europe
